Year,Median household income,zipcode
2011,47627,95822
2011,39611,95823
2011,31058,95824
2011,38630,95825
2011,52500,95826
2011,55565,95827
2011,52205,95828
2011,73843,95829
2011,94605,95830
2011,67008,95831
2011,39554,95832
2011,55486,95833
2011,55280,95834
2011,83862,95835
2011,153462,95837
2011,39918,95838
2011,40127,95841
2011,46803,95842
2011,70849,95843
2011,83245,95864
2011,43513,95901
2011,36836,95903
2011,30139,95910
2011,51406,95912
2011,47446,95914
2011,10550,95915
2011,34479,95916
2011,42532,95917
2011,83906,95918
2011,46184,95919
2011,38421,95920
2011,34265,95922
2011,29792,95923
2011,70472,95925
2011,39266,95926
2011,41783,95928
2011,,95930
2011,50901,95932
2011,35234,95934
2011,54659,95935
2011,2500,95936
2011,48561,95937
2011,67074,95938
2011,25250,95939
2011,58333,95941
2011,47917,95942
2011,48854,95943
2011,72794,95944
2011,45972,95945
2011,65758,95946
2011,30547,95947
2011,39846,95948
2011,64043,95949
2011,32083,95950
2011,33281,95951
2011,44566,95953
2011,38734,95954
2011,43869,95955
2011,31667,95956
2011,59167,95957
2011,56114,95959
2011,42000,95960
2011,44960,95961
2011,90000,95962
2011,44260,95963
2011,36309,95965
2011,44123,95966
2011,48723,95968
2011,42423,95969
2011,54375,95970
2011,52508,95971
2011,53073,95973
2011,,95974
2011,39436,95975
2011,72778,95977
2011,2500,95978
2011,31181,95979
2011,43281,95981
2011,67689,95982
2011,26307,95983
2011,126250,95984
2011,,95986
2011,49474,95987
2011,44105,95988
2011,42009,95991
2011,61368,95993
2011,48067,96001
2011,44003,96002
2011,43024,96003
2011,52650,96006
2011,38623,96007
2011,39743,96008
2011,51513,96009
2011,33500,96010
2011,12431,96011
2011,33958,96013
2011,24018,96014
2011,41071,96015
2011,57115,96016
2011,31875,96017
2011,43263,96019
2011,42794,96020
2011,39041,96021
2011,49975,96022
2011,33958,96023
2011,42300,96024
2011,33500,96025
2011,42242,96027
2011,38865,96028
2011,61111,96029
2011,13750,96031
2011,44158,96032
2011,31417,96033
2011,30000,96034
2011,38320,96035
2011,45335,96037
2011,32000,96038
2011,25792,96039
2011,56250,96040
2011,35167,96041
2011,27143,96044
2011,24479,96046
2011,33571,96047
2011,32269,96048
2011,18500,96049
2011,28088,96050
2011,68977,96051
2011,39938,96052
2011,33438,96054
2011,34741,96055
2011,38359,96056
2011,39750,96057
2011,30259,96058
2011,45188,96059
2011,57188,96061
2011,60938,96062
2011,65729,96063
2011,40625,96064
2011,28889,96065
2011,43929,96067
2011,33750,96068
2011,41833,96069
2011,38274,96071
2011,73893,96073
2011,37917,96074
2011,22778,96075
2011,30962,96076
2011,37445,96080
2011,25994,96084
2011,27000,96085
2011,34141,96086
2011,38859,96087
2011,44643,96088
2011,36786,96090
2011,29625,96091
2011,83092,96092
2011,44870,96093
2011,41463,96094
2011,46538,96096
2011,35588,96097
2011,35081,96101
2011,65278,96103
2011,34265,96104
2011,47843,96105
2011,45511,96106
2011,49306,96107
2011,,96108
2011,29522,96109
2011,23125,96110
2011,26983,96111
2011,23250,96112
2011,45644,96113
2011,72426,96114
2011,29318,96115
2011,36107,96116
2011,46528,96117
2011,50536,96118
2011,45833,96119
2011,59821,96120
2011,61250,96121
2011,36803,96122
2011,25000,96123
2011,100466,96124
2011,113750,96125
2011,12120,96126
2011,62700,96128
2011,101071,96129
2011,53549,96130
2011,51250,96132
2011,27591,96133
2011,33813,96134
2011,,96135
2011,78000,96136
2011,50764,96137
2011,61027,96140
2011,69479,96141
2011,62865,96142
2011,42822,96143
2011,71318,96145
2011,68750,96146
2011,73839,96148
2011,46715,96150
2011,,96155
2011,70648,96161
2011,47143,97635
2012,27054,89010
2012,37586,89019
2012,39642,89060
2012,51423,89061
2012,61571,89439
2012,35658,90001
2012,32299,90002
2012,29174,90003
2012,38430,90004
2012,32086,90005
2012,30260,90006
2012,22047,90007
2012,39661,90008
2012,53353,90010
2012,30198,90011
2012,26094,90012
2012,17072,90013
2012,12358,90014
2012,26579,90015
2012,36266,90016
2012,21576,90017
2012,35178,90018
2012,41261,90019
2012,38575,90020
2012,13504,90021
2012,37453,90022
2012,33875,90023
2012,61868,90024
2012,72625,90025
2012,44901,90026
2012,47210,90027
2012,30393,90028
2012,35502,90029
2012,33019,90031
2012,46695,90032
2012,28773,90033
2012,56930,90034
2012,73161,90035
2012,72264,90036
2012,27072,90037
2012,35700,90038
2012,64073,90039
2012,49860,90040
2012,64820,90041
2012,51437,90042
2012,42043,90043
2012,29481,90044
2012,79913,90045
2012,52593,90046
2012,43034,90047
2012,75472,90048
2012,113792,90049
2012,85347,90056
2012,27854,90057
2012,17355,90058
2012,33605,90059
2012,35380,90061
2012,33951,90062
2012,38801,90063
2012,81240,90064
2012,55885,90065
2012,65916,90066
2012,82714,90067
2012,70248,90068
2012,75959,90069
2012,,90071
2012,,90073
2012,182270,90077
2012,,90079
2012,9926,90089
2012,,90090
2012,90046,90094
2012,,90095
2012,37913,90201
2012,130071,90210
2012,70388,90211
2012,81400,90212
2012,43096,90220
2012,43000,90221
2012,40597,90222
2012,68322,90230
2012,75366,90232
2012,72705,90240
2012,56799,90241
2012,56662,90242
2012,86364,90245
2012,44612,90247
2012,53571,90248
2012,56420,90249
2012,46820,90250
2012,100696,90254
2012,37517,90255
2012,52329,90260
2012,42849,90262
2012,,90263
2012,131042,90265
2012,134445,90266
2012,36494,90270
2012,148984,90272
2012,150395,90274
2012,119792,90275
2012,92463,90277
2012,104264,90278
2012,41851,90280
2012,124015,90290
2012,76578,90291
2012,100314,90292
2012,86788,90293
2012,39894,90301
2012,43482,90302
2012,41458,90303
2012,37056,90304
2012,65893,90305
2012,58057,90401
2012,145153,90402
2012,70504,90403
2012,57500,90404
2012,75690,90405
2012,57040,90501
2012,62869,90502
2012,75777,90503
2012,71715,90504
2012,80405,90505
2012,,90506
2012,68573,90601
2012,51149,90602
2012,85531,90603
2012,65980,90604
2012,70619,90605
2012,61136,90606
2012,76274,90620
2012,52643,90621
2012,86618,90623
2012,80838,90630
2012,64896,90631
2012,80925,90638
2012,50406,90640
2012,60485,90650
2012,57112,90660
2012,54712,90670
2012,51939,90680
2012,59227,90701
2012,87156,90703
2012,51378,90704
2012,50765,90706
2012,55148,90710
2012,83582,90712
2012,85629,90713
2012,66538,90715
2012,43788,90716
2012,61286,90717
2012,91875,90720
2012,44167,90723
2012,49992,90731
2012,85990,90732
2012,49986,90740
2012,71991,90742
2012,69375,90743
2012,43364,90744
2012,70667,90745
2012,79149,90746
2012,,90747
2012,65828,90755
2012,43314,90802
2012,72692,90803
2012,41642,90804
2012,44293,90805
2012,43264,90806
2012,72077,90807
2012,91161,90808
2012,48952,90810
2012,30833,90813
2012,56499,90814
2012,84477,90815
2012,,90822
2012,,90831
2012,85448,91001
2012,80757,91006
2012,70673,91007
2012,95833,91008
2012,59743,91010
2012,154331,91011
2012,69872,91016
2012,66875,91020
2012,90321,91024
2012,84185,91030
2012,72416,91040
2012,59358,91042
2012,17841,91046
2012,55995,91101
2012,57813,91103
2012,68107,91104
2012,115114,91105
2012,66980,91106
2012,79815,91107
2012,146510,91108
2012,47012,91201
2012,70176,91202
2012,42205,91203
2012,39850,91204
2012,38029,91205
2012,54911,91206
2012,86826,91207
2012,100380,91208
2012,77750,91210
2012,87072,91214
2012,106318,91301
2012,128208,91302
2012,48676,91303
2012,58198,91304
2012,61312,91306
2012,92652,91307
2012,80283,91311
2012,59488,91316
2012,105022,91320
2012,56207,91321
2012,62958,91324
2012,59003,91325
2012,99041,91326
2012,,91330
2012,50794,91331
2012,53107,91335
2012,53742,91340
2012,60863,91342
2012,54418,91343
2012,77490,91344
2012,62426,91345
2012,100761,91350
2012,71595,91351
2012,48282,91352
2012,107553,91354
2012,88744,91355
2012,66951,91356
2012,93037,91360
2012,103476,91361
2012,105242,91362
2012,94495,91364
2012,77655,91367
2012,,91371
2012,125175,91377
2012,113445,91381
2012,101637,91384
2012,82825,91387
2012,115446,91390
2012,46733,91401
2012,39170,91402
2012,73438,91403
2012,37983,91405
2012,49509,91406
2012,43750,91411
2012,73030,91423
2012,128380,91436
2012,61451,91501
2012,42555,91502
2012,72972,91504
2012,75252,91505
2012,73121,91506
2012,48889,91601
2012,66701,91602
2012,87020,91604
2012,45045,91605
2012,42678,91606
2012,60586,91607
2012,,91608
2012,79697,91701
2012,56479,91702
2012,51345,91706
2012,111250,91708
2012,97065,91709
2012,71379,91710
2012,81509,91711
2012,69655,91722
2012,60032,91723
2012,79378,91724
2012,62613,91730
2012,39226,91731
2012,45496,91732
2012,41592,91733
2012,94095,91737
2012,100479,91739
2012,67245,91740
2012,82552,91741
2012,56795,91744
2012,76021,91745
2012,62709,91746
2012,60442,91748
2012,79071,91750
2012,63385,91752
2012,55014,91754
2012,56753,91755
2012,60469,91759
2012,61760,91761
2012,51350,91762
2012,50352,91763
2012,53529,91764
2012,91670,91765
2012,49705,91766
2012,49453,91767
2012,46658,91768
2012,48310,91770
2012,76077,91773
2012,78078,91775
2012,48953,91776
2012,64180,91780
2012,102690,91784
2012,53679,91786
2012,90906,91789
2012,65845,91790
2012,75168,91791
2012,67581,91792
2012,52968,91801
2012,54931,91803
2012,76496,91901
2012,86099,91902
2012,70000,91905
2012,54135,91906
2012,55875,91910
2012,49677,91911
2012,87598,91913
2012,99383,91914
2012,95575,91915
2012,44969,91916
2012,63566,91917
2012,24189,91931
2012,46975,91932
2012,90167,91934
2012,86625,91935
2012,69715,91941
2012,53817,91942
2012,50092,91945
2012,38750,91948
2012,39055,91950
2012,63977,91962
2012,37143,91963
2012,59858,91977
2012,67807,91978
2012,,91980
2012,78662,92003
2012,40561,92004
2012,92734,92007
2012,63445,92008
2012,98778,92009
2012,87122,92010
2012,95371,92011
2012,119393,92014
2012,72942,92019
2012,48106,92020
2012,50481,92021
2012,90720,92024
2012,43351,92025
2012,56736,92026
2012,54008,92027
2012,65168,92028
2012,73989,92029
2012,62979,92036
2012,97483,92037
2012,64561,92040
2012,50686,92054
2012,48750,92055
2012,67413,92056
2012,69875,92057
2012,51013,92058
2012,89333,92059
2012,74408,92060
2012,51346,92061
2012,94317,92064
2012,76293,92065
2012,37250,92066
2012,149667,92067
2012,50471,92069
2012,51150,92070
2012,69331,92071
2012,85363,92075
2012,56695,92078
2012,55071,92081
2012,77393,92082
2012,46915,92083
2012,49494,92084
2012,40093,92086
2012,107273,92091
2012,53644,92101
2012,39577,92102
2012,60537,92103
2012,46452,92104
2012,35776,92105
2012,80460,92106
2012,61680,92107
2012,62313,92108
2012,63935,92109
2012,59436,92110
2012,55649,92111
2012,27500,92113
2012,55389,92114
2012,42490,92115
2012,52010,92116
2012,65148,92117
2012,89277,92118
2012,69747,92119
2012,81533,92120
2012,96413,92121
2012,66623,92122
2012,72554,92123
2012,78792,92124
2012,80590,92126
2012,118833,92127
2012,92555,92128
2012,106565,92129
2012,125573,92130
2012,126209,92131
2012,,92132
2012,,92134
2012,,92135
2012,62883,92139
2012,,92140
2012,224423,92145
2012,,92147
2012,56413,92154
2012,,92155
2012,35680,92173
2012,42198,92201
2012,71965,92203
2012,100938,92210
2012,59409,92211
2012,39382,92220
2012,,92222
2012,63198,92223
2012,43873,92225
2012,40977,92227
2012,33986,92230
2012,36947,92231
2012,36128,92233
2012,44763,92234
2012,41920,92236
2012,27250,92239
2012,33753,92240
2012,36866,92241
2012,31250,92242
2012,42268,92243
2012,52933,92249
2012,35179,92250
2012,63741,92251
2012,39728,92252
2012,72866,92253
2012,26667,92254
2012,27275,92256
2012,17025,92257
2012,25192,92258
2012,22022,92259
2012,50374,92260
2012,45072,92262
2012,45782,92264
2012,30450,92266
2012,,92267
2012,39943,92268
2012,77304,92270
2012,41053,92273
2012,30085,92274
2012,23571,92275
2012,43292,92276
2012,41559,92277
2012,67440,92278
2012,,92280
2012,30561,92281
2012,29111,92282
2012,26322,92283
2012,42672,92284
2012,28255,92285
2012,40534,92301
2012,,92304
2012,76875,92305
2012,57871,92307
2012,43413,92308
2012,33068,92309
2012,50469,92310
2012,48614,92311
2012,64073,92313
2012,43606,92314
2012,32979,92315
2012,47352,92316
2012,44317,92320
2012,60430,92321
2012,60042,92322
2012,43109,92324
2012,48173,92325
2012,33846,92327
2012,44327,92328
2012,26250,92332
2012,38240,92333
2012,43946,92335
2012,85641,92336
2012,69553,92337
2012,,92338
2012,88529,92339
2012,29762,92341
2012,67334,92342
2012,66333,92344
2012,44184,92345
2012,64763,92346
2012,46000,92347
2012,67589,92352
2012,62064,92354
2012,28367,92356
2012,77568,92358
2012,52738,92359
2012,29754,92363
2012,46500,92364
2012,38521,92365
2012,28281,92368
2012,47473,92371
2012,38162,92372
2012,69130,92373
2012,63600,92374
2012,43815,92376
2012,80170,92377
2012,49219,92378
2012,57060,92382
2012,43750,92384
2012,99063,92385
2012,41593,92386
2012,21875,92389
2012,39519,92391
2012,59138,92392
2012,53963,92394
2012,42223,92395
2012,71076,92397
2012,49194,92398
2012,60642,92399
2012,15546,92401
2012,36913,92404
2012,40699,92405
2012,53918,92407
2012,35830,92408
2012,28495,92410
2012,30491,92411
2012,48585,92501
2012,57950,92503
2012,56141,92504
2012,58152,92505
2012,78282,92506
2012,41594,92507
2012,96250,92508
2012,56743,92509
2012,66058,92518
2012,51867,92530
2012,85042,92532
2012,53875,92536
2012,38061,92539
2012,26986,92543
2012,44397,92544
2012,40609,92545
2012,39317,92548
2012,54167,92549
2012,53194,92551
2012,43085,92553
2012,74836,92555
2012,62031,92557
2012,77146,92561
2012,78851,92562
2012,75885,92563
2012,56458,92567
2012,42406,92570
2012,48460,92571
2012,60686,92582
2012,41428,92583
2012,71098,92584
2012,61284,92585
2012,36058,92586
2012,68370,92587
2012,43506,92590
2012,70578,92591
2012,87680,92592
2012,61845,92595
2012,83357,92596
2012,106322,92602
2012,121769,92603
2012,89009,92604
2012,90707,92606
2012,128305,92610
2012,71480,92612
2012,95733,92614
2012,29590,92617
2012,95917,92618
2012,105501,92620
2012,68145,92624
2012,120124,92625
2012,75640,92626
2012,58988,92627
2012,85363,92629
2012,84499,92630
2012,36713,92637
2012,85418,92646
2012,73642,92647
2012,84477,92648
2012,88006,92649
2012,96339,92651
2012,86438,92653
2012,45284,92655
2012,96855,92656
2012,154970,92657
2012,111821,92660
2012,90625,92661
2012,84958,92662
2012,88651,92663
2012,73980,92672
2012,120709,92673
2012,75083,92675
2012,100588,92676
2012,100407,92677
2012,156375,92678
2012,144430,92679
2012,54474,92683
2012,98005,92688
2012,93356,92691
2012,97343,92692
2012,133896,92694
2012,43602,92701
2012,54039,92703
2012,57641,92704
2012,83168,92705
2012,58463,92706
2012,61548,92707
2012,81005,92708
2012,65998,92780
2012,100584,92782
2012,47670,92801
2012,51698,92802
2012,52886,92804
2012,53425,92805
2012,60135,92806
2012,95693,92807
2012,106413,92808
2012,79610,92821
2012,112784,92823
2012,62217,92831
2012,57732,92832
2012,66648,92833
2012,97377,92835
2012,62295,92840
2012,56189,92841
2012,53307,92843
2012,47640,92844
2012,91971,92845
2012,81946,92860
2012,153462,92861
2012,80297,92865
2012,56823,92866
2012,81642,92867
2012,69543,92868
2012,92241,92869
2012,76612,92870
2012,64149,92879
2012,102608,92880
2012,97327,92881
2012,74064,92882
2012,93964,92883
2012,108450,92886
2012,127381,92887
2012,53541,93001
2012,70248,93003
2012,76014,93004
2012,82932,93010
2012,91815,93012
2012,72987,93013
2012,62323,93015
2012,103618,93021
2012,75659,93022
2012,63287,93023
2012,54390,93030
2012,54104,93033
2012,83209,93035
2012,65737,93036
2012,42206,93040
2012,51964,93041
2012,,93042
2012,,93043
2012,54814,93060
2012,85462,93063
2012,,93064
2012,91215,93065
2012,103750,93066
2012,66875,93067
2012,52009,93101
2012,64312,93103
2012,77520,93105
2012,113500,93108
2012,82992,93109
2012,74227,93110
2012,95636,93111
2012,57367,93117
2012,25132,93201
2012,40759,93202
2012,30909,93203
2012,27927,93204
2012,22251,93205
2012,42260,93206
2012,28750,93207
2012,81607,93208
2012,45821,93210
2012,34472,93212
2012,35250,93215
2012,35625,93218
2012,24730,93219
2012,,93220
2012,47240,93221
2012,42909,93222
2012,32793,93223
2012,60455,93224
2012,57641,93225
2012,36875,93226
2012,54274,93230
2012,21209,93234
2012,38192,93235
2012,55243,93238
2012,40197,93239
2012,21438,93240
2012,32263,93241
2012,43869,93242
2012,61728,93243
2012,39219,93244
2012,52285,93245
2012,38603,93247
2012,31071,93249
2012,35598,93250
2012,59107,93251
2012,29618,93252
2012,41731,93254
2012,36650,93255
2012,27636,93256
2012,41464,93257
2012,27756,93258
2012,25375,93260
2012,29112,93261
2012,,93262
2012,40819,93263
2012,53852,93265
2012,29800,93266
2012,32083,93267
2012,44482,93268
2012,29867,93270
2012,55268,93271
2012,39702,93272
2012,44951,93274
2012,42656,93276
